title,authors,time,keywords,abstract,url
Thermodynamics-based Artificial Neural Networks for constitutive modeling,"['Filippo Masi', 'Ioannis Stefanou', 'Paolo Vannucci', 'Victor Maffi-Berthier']","Volume 147, February 2021, 104277","['Data-driven modeling', 'Machine learning', 'Artificial neural network', 'Thermodynamics', 'Constitutive model']","Machine Learning methods and, in particular, Artificial Neural Networks (ANNs) have demonstrated promising capabilities in material constitutive modeling. One of the main drawbacks of such approaches is the lack of a rigorous frame based on the laws of physics. This may render physically inconsistent the predictions of a trained network, which can be even dangerous for real applications.
Here we propose a new class of data-driven, physics-based, neural networks for constitutive modeling of strain rate independent processes at the material point level, which we define as Thermodynamics-based Artificial Neural Networks (TANNs). The two basic principles of thermodynamics are encoded in the network’s architecture by taking advantage of automatic differentiation to compute the numerical derivatives of a network with respect to its inputs. In this way, derivatives of the free-energy, the dissipation rate and their relation with the stress and internal state variables are hardwired in the architecture of TANNs. Consequently, our approach does not have to identify the underlying pattern of thermodynamic laws during training, reducing the need of large data-sets. Moreover the training is more efficient and robust, and the predictions more accurate. Finally and more important, the predictions remain thermodynamically consistent, even for unseen data. Based on these features, TANNs are a starting point for data-driven, physics-based constitutive modeling with neural networks.
We demonstrate the wide applicability of TANNs for modeling elasto-plastic materials, using both hyper- and hypo-plasticity models. Strain hardening and softening are also considered for the hyper-plastic scenario. Detailed comparisons show that the predictions of TANNs outperform those of standard ANNs. Finally, we demonstrate that the implementation of the laws of thermodynamics confers to TANNs high robustness in the presence of noise in the training data, compared to standard approaches.
TANNs’ architecture is general, enabling applications to materials with different or more complex behavior, without any modification.",https://www.sciencedirect.com/science/article/pii/S0022509620304841
"Scaling in size, time and risk—The problem of huge extrapolations and remedy by asymptotic matching","['Zdeněk P. Bažant', 'Hoang T. Nguyen', 'A. Abdullah Dönmez']","Volume 170, January 2023, 105094","['Fracture mechanics', 'Size effect on strength', 'Creep and shrinkage', 'Water diffusion', 'Cement hydration', 'Failure probability', 'Experimental databases', 'Concrete structures']","The scaling of structural response of concrete structures to large structure sizes, to long service lives and to tolerable failure probabilities is a problem of order-of-magnitude extrapolations, which are intractable by AI and machine learning and require significant theoretical advances. The present review, based on a lecture at Yonggang Huang’s 60th birthday symposium in Houston, summarizes the recent advances, with a focus on those achieved at Northwestern University. Reliable extrapolation requires two-sided asymptotic matching. Most existing databases provide support on only one extreme of the range of size, time or failure probability, but theoretical support can be obtained for the asymptotic behaviors on both sides of the range. The advantage is that the asymptotics are much simpler than the behavior in the central, transitional, range. In closing it is explained that realistic extrapolations are required to mitigate the calamitous CO
2
emissions from cement and concrete industry.",https://www.sciencedirect.com/science/article/pii/S002250962200271X
Establish algebraic data-driven constitutive models for elastic solids with a tensorial sparse symbolic regression method and a hybrid feature selection technique,"['Mingchuan Wang', 'Cai Chen', 'Weijie Liu']","Volume 159, February 2022, 104742","['Data-driven model', 'Constitutive model', 'Symbolic regression', 'Multi-scale calculation', 'Feature selection']","We propose a tensorial sparse symbolic regression method to directly establish explicit algebraic tensorial macroscopic constitutive models for elastic solids under large deformation from data obtained at the mesoscale. Unlike “black-box” data-driven models such as artificial neural networks, the model established with our proposed method is a “white-box” polynomial of tensors, which is important for gaining insights into the deformation nature from multi-scale calculations and modeling. The proposed method first generates a massive number of candidate basis tensor terms and then combines them linearly with fitting coefficients, only a small set of which are non-zero. In this way, the established constitutive models are concise and precise. An innovative hybrid feature selection and regression technique (a combination of high-dimensional Lasso, teaching–learning-based optimization and recursive feature elimination) is proposed to overcome the issues of high correlation and multicollinearity of the terms in this sparse regression problem. Four benchmark tests are introduced to verify that the proposed method established correct models directly from data generated by the benchmarks. A rate-type hypoelastic model is also established with the data generated by the not rate-type benchmarks. At last, an example of constitutive modeling for particle-reinforced composites is introduced to illustrate the ability of the proposed method to build explicit tensorial macroscopic models from data generated by mesoscopic calculations, demonstrating its potential for widespread application in multi-scale simulations of hierarchical materials.",https://www.sciencedirect.com/science/article/pii/S0022509621003471
Inference of deformation mechanisms and constitutive response of soft material surrogates of biological tissue by full-field characterization and data-driven variational system identification,"['Z. Wang', 'J.B. Estrada', 'E.M. Arruda', 'K. Garikipati']","Volume 153, August 2021, 104474","['Machine learning', 'Inverse modeling', 'Physics-constrained optimization', 'Constitutive Modeling', 'Experimental characterization']","We present a novel, fully three-dimensional approach to soft material characterization and constitutive modeling with relevance to soft biological tissue. Our approach leverages recent advances in experimental techniques and data-driven computation. The experimental component of this approach involves in situ mechanical loading in a magnetic field (using MRI), yielding the entire deformation tensor field throughout the specimen regardless of the possible irregularities in its three-dimensional shape. Characterization can therefore be accomplished with data at a reduced number of deformation states. We refer to this experimental technique as MR-u. Its combination with powerful approaches to inverse modeling, specifically methods of model inference, would open the door to insightful mechanical characterization for soft materials. In recent computational advances that answer this need, we have developed new, data-driven inverse techniques to infer the model that best explains the physics governing observed phenomena from a spectrum of admissible ones, while maintaining parsimony of representation. This approach is referred to as Variational System Identification (VSI). In this communication, we apply the MR–u approach to characterize soft polymers regarding them as surrogates of soft biological tissue, and using VSI, we infer the physically best-suited and parsimonious mathematical models of their mechanical response. We demonstrate the performance of our methods in the face of noisy data with physical constraints that challenge the identification of mathematical models, while attaining high accuracy in the predicted response of the inferred models.",https://www.sciencedirect.com/science/article/pii/S0022509621001459
Data-Driven multiscale modeling in mechanics,"['K. Karapiperis', 'L. Stainier', 'M. Ortiz', 'J.E. Andrade']","Volume 147, February 2021, 104239","['Data-Driven mechanics', 'Multiscale modeling', 'Granular materials']","We present a Data-Driven framework for multiscale mechanical analysis of materials. The proposed framework relies on the Data-Driven formulation in mechanics (Kirchdoerfer and Ortiz 2016), with the material data being directly extracted from lower-scale computations. Particular emphasis is placed on two key elements: the parametrization of material history, and the optimal sampling of the mechanical state space. We demonstrate an application of the framework in the prediction of the behavior of sand, a prototypical complex history-dependent material. In particular, the model is able to predict the material response under complex nonmonotonic loading paths, and compares well against plane strain and triaxial compression shear banding experiments.",https://www.sciencedirect.com/science/article/pii/S0022509620304531
Heterogeneous damage in Li-ion batteries: Experimental analysis and theoretical modeling,"['Rong Xu', 'Yang Yang', 'Fei Yin', 'Pengfei Liu', 'Peter Cloetens', 'Yijin Liu', 'Feng Lin', 'Kejie Zhao']","Volume 129, August 2019, Pages 160-183","['Heterogeneous degradation', 'Fracture', 'Interfacial debonding', 'NMC', 'Batteries']","We assess the heterogeneous electrochemistry and mechanics in a composite electrode of commercial batteries using synchrotron X-ray tomography analysis and microstructure-resolved computational modeling. We visualize the morphological defects at multi-scales ranging from the macroscopic composite, particle ensembles, to individual single particles. Particle fracture and interfacial debonding are identified in a large set of tomographic data of active particles. Mechanical failure in the regime near the separator is more severe than toward the current collector. The active particles close to the separator experience deeper charge and discharge over cycles and thus are more mechanically loaded. The difference in the Li activity originates from the polarization of the electrolyte potential and the non-uniform distribution of the activation energy for the charge transfer reaction. We model the kinetics of intergranular fracture and interfacial degradation to confirm that the various Li activities are the major cause of the heterogeneous damage. The interfacial failure may reconstruct the conductive network and redistribute the electrochemical activities that render a dynamic nature of electrochemistry and mechanics evolving over time in the composite electrode. We further quantify the influence of the mechanical damage on the metrics of battery performance. We simulate the electrochemical impedance profile to build a relationship between the interfacial debonding and the impedance of electron transport and surface charge transfer. The mechanical failure disrupts the conduction path of electrons and results in significant polarization and capacity loss in batteries.",https://www.sciencedirect.com/science/article/pii/S0022509619303126
Mesomechanics of a three-dimensional spider web,"['Isabelle Su', 'Markus J. Buehler']","Volume 144, November 2020, 104096",[],"Spiders, silks and webs are abundant and can be found in most ecosystems: in the corner of houses, on top of bushes, or even spanning rivers. They are the proof of an evolutionary success as they were able to survive and prosper for millions of years despite being subjected to environmental and human threats, such as the displacement of spider web silk attachments or impact of prey, predators, and debris. Their success is in part due to the excellent mechanical properties of silk and webs that originate from their hierarchical structure of silk, ranging from silk protein, to fibers, to spider webs. Here, we investigate the mechanical behavior of highly complex Cyrtophora Citricola 3D spider web, the architecture of which has been digitally modeled with micron-scale details from images of full-scale laboratory experiments, under stretching and projectile impact, using coarse-grain bead-spring simulations. We show that the interplay between the nonlinear behavior of spider silk and the redundancy of complex 3D spider web structures is crucial for the robustness and resilience of spider webs. The tangle region of the spider web allows prey to fly through and be caught in the dense tent web region, providing food to the spider. It also filters out predators at low impact velocity, and consequently protects the spider located in the tent region. Understanding the role of the interplay between silk mechanics and 3D web structure in webs’ evolutionary fitness could lead to high-performance and lightweight fiber network composite for structural, material and biomedical engineering.",https://www.sciencedirect.com/science/article/pii/S0022509620303306
Regulating the mechanical behavior of metamaterial microlattices by tactical structure modification,"['Z. Vangelatos', 'K. Komvopoulos', 'C.P. Grigoropoulos']","Volume 144, November 2020, 104112","['Architected microstructures', 'Buckling', 'Collapse', 'Deformation', 'Mechanical metamaterials', 'Microlattices', 'Microscopy', 'Multiphoton laser lithography', 'Nanoindentation']","Microlattice structures possess properties imparted by the architected microstructure of their constituents (unit cells) and micro/nanofeatures rather than their bulk material properties. Post-processing techniques have revealed intriguing length scale effects, encompassing enhanced behavior or shape morphing of various structures. Although monolithic structures consisting of single unit cells have been successfully fabricated by advanced additive manufacturing techniques, such as multiphoton lithography, innovations towards the tactical architecture of localized failure and design-inherent controllable collapse have been fairly limited. Using as a point of reference the octet truss structure, we designed substitutional unit cells and slip-plane defect-like features inspired by crystalline materials. Through finite element analysis, we investigated how the directional effective stiffness of a material can be augmented and altered in predetermined orientations. Fabricating these structures by multiphoton laser lithography and testing them by in situ scanning electron microscopy-nanoindentation we discovered a remarkable enhancement of the structural integrity, stiffness, and strain energy density, emulating the corollaries of hardening bulk materials. In addition, we observed that these structures demonstrate localized plastic deformation and collapse, distinguishing their mechanical behavior from the conventional layer-by-layer collapse reported in previous studies. The nanofeatures detected in fractographies obtained by helium ion microscopy provided further insight into the collapse mechanisms of the structures. The present design methodology of strategically placed structural features yields architected microstructures with microlattice geometries that can be used to enhance and control the mechanical performance of metamaterial structures.",https://www.sciencedirect.com/science/article/pii/S002250962030346X
Configurational forces and nonlinear structural dynamics,"['C. Armanini', 'F. Dal Corso', 'D. Misseroni', 'D. Bigoni']","Volume 130, September 2019, Pages 82-100","['Elastica', 'Configurational mechanics', 'Nonlinear motion']","Configurational, or Eshelby-like, forces are shown to strongly influence the nonlinear dynamics of an elastic rod constrained with a frictionless sliding sleeve at one end and with an attached mass at the other end. The configurational force, generated at the sliding sleeve constraint and proportional to the square of the bending moment realized there, has been so far investigated only under quasi-static setting and is now confirmed (through a variational argument) to be present within a dynamic framework. The deep influence of configurational forces on the dynamics is shown both theoretically (through the development of a dynamic nonlinear model in which the rod is treated as a nonlinear spring, obeying the Euler elastica, with negligible inertia) and experimentally (through a specifically designed experimental set-up). During the nonlinear dynamics, the elastic rod may slip alternatively in and out from the sliding sleeve, becoming a sort of nonlinear oscillator displaying a motion eventually ending with the rod completely injected into or completely ejected from the sleeve. The present results may find applications in the dynamics of compliant and extensible devices, for instance, to guide the movement of a retractable and flexible robot arm.",https://www.sciencedirect.com/science/article/pii/S0022509619301346
Harnessing fluctuations to discover dissipative evolution equations,"['Xiaoguai Li', 'Nicolas Dirr', 'Peter Embacher', 'Johannes Zimmer', 'Celia Reina']","Volume 131, October 2019, Pages 240-251","['Multiscale', 'Non-equilibrium thermodynamics', 'Fluctuation-dissipation', 'Coarse-graining']","Continuum modeling of dissipative processes in materials often relies on strong phenomenological assumptions, as their derivation from underlying atomistic/particle models remains a major long-standing challenge. Here we show that the continuum evolution equations of a wide class of dissipative phenomena can be numerically obtained (in a discretized form) from fluctuations via an infinite-dimensional fluctuation-dissipation relation. A salient feature of the method is that these continuum equations can be fully pre-computed, enabling macroscopic simulations of arbitrary admissible initial conditions, without the need of any further microscopic simulations. We test this coarse-graining procedure on a one-dimensional non-linear diffusive process with known analytical solution, and obtain an excellent agreement for the density evolution. This illustrative example serves as a blueprint for a new multiscale paradigm, where full dissipative evolution equations — and not only parameters — can be numerically computed from lower scale data.",https://www.sciencedirect.com/science/article/pii/S0022509619302832
A computational study of bio-chemo-mechanics of thrombus-laden aneurysms,"['Lana Virag', 'Nino Horvat', 'Igor Karšaj']","Volume 171, February 2023, 105140","['Growth and remodelling', 'Abdominal aortic aneurysm', 'Intraluminal thrombus', 'Proteolytic activity', 'Finite element method']","The role of intraluminal thrombus (ILT) in abdominal aortic aneurysm (AAA) development has been controversial for decades, yet the researchers and clinicians agree that thrombus is not an innocent bystander in disease progression. In an effort to increase our understanding of its role, in this work, we present a bio-chemo-mechanical mathematical model of thrombus-laden aneurysms. Unlike all previous finite element studies, where AAAs grow due to prescribed irreversible time-dependent elastin degradation, in this study, protein degradation depends on protease activity. Enzymes degrading collagen and elastin are believed to come from the luminal layer of intraluminal thrombus and the increasing area of chemotactic vasa vasorum in the wall. The geometrical and structural spatiotemporal changes in the aneurysmal wall at the apex and shoulder region of the thrombus-laden aneurysm are explained in detail. Furthermore, we show that later ILT formation is more perilous than its early deposition, despite lower peak protease activity and related extracellular matrix degradation. Interestingly, the radial growth rate is slightly slower for fully thrombosed AAAs compared to the partially thrombosed ones, however, their axial growth is much more pronounced. Additionally, we show that thrombus deposition greatly impacts the aneurysmal sac shape and volume.",https://www.sciencedirect.com/science/article/pii/S0022509622003167
Computation of effective elastic moduli of rocks using hierarchical homogenization,"['Rasool Ahmad', 'Mingliang Liu', 'Michael Ortiz', 'Tapan Mukerji', 'Wei Cai']","Volume 174, May 2023, 105268","['Digital rock physics', 'Elastic moduli', 'Homogenization', 'FFT solvers', 'Renormalization']","This work focuses on computing the homogenized elastic properties of rocks from 3D micro-computed-tomography (micro-CT) scanned images. The accurate computation of homogenized properties of rocks, archetypal random media, requires both resolution of intricate underlying microstructure and large field of view, resulting in huge micro-CT images. Homogenization entails solving the local elasticity problem computationally which can be prohibitively expensive for a huge image. To mitigate this problem, we use a renormalization method inspired scheme, the hierarchical homogenization method, where a large image is partitioned into smaller subimages. The individual subimages are separately homogenized using periodic boundary conditions, and then assembled into a much smaller intermediate image. The intermediate image is again homogenized, subject to the periodic boundary condition, to find the final homogenized elastic constant of the original image. An FFT-based elasticity solver is used to solve the associated periodic elasticity problem. The error in the homogenized elastic constant is empirically shown to follow a power law scaling with exponent
−
1
with respect to the subimage size across all five microstructures of rocks. We further show that the inclusion of surrounding materials during the homogenization of the small subimages reduces error in the final homogenized elastic moduli while still respecting the power law with the exponent of
−
1
. This power law scaling is then exploited to determine a better approximation of the large heterogeneous microstructures based on Richardson extrapolation.",https://www.sciencedirect.com/science/article/pii/S0022509623000728
Modeling Shear-Induced Solid-Liquid Transition of Granular Materials Using Persistent Homology,"['Jiangzhou Mei', 'Gang Ma', 'Jiaying Liu', 'François Nicot', 'Wei Zhou']","Available online 2 May 2023, 105307","['Granular materials', 'Solid-liquid transition', 'Contact network', 'Persistent homology']","This paper investigates the transition between the solid and liquid phases of sheared granular materials from the perspective of the contact network. Tools from persistent homology are employed to quantify the dynamics of contact network during the solid-liquid transition from a global perspective, and two important topological invariants, i.e., components and loops, are mainly investigated from discrete numerical simulations. The highly heterogeneous composition of the contact network is revealed, and a rationale partition threshold for distinguishing between strong and weak contact subnetworks can be determined through the emergence and death of these topological invariants. During the shearing process, we recognize mechanical precursors forecasting the occurrence of solid-liquid transition when the assembly is still stable. Furthermore, we provide the panorama of the solid-liquid transition from the evolution of contact network and its homology groups. Finally, this study suggests that the persistent homology method is capable of quantitatively bridging the microscopic dynamics with macroscopic responses through the contact network, which paves an efficient way to further include the evolution of the contact network in the constitutive modeling of granular materials.",https://www.sciencedirect.com/science/article/pii/S0022509623001114
Predicting plastic events and quantifying the local yield surface in 3D model glasses,"['Dihui Ruan', 'Sylvain Patinet', 'Michael L. Falk']","Volume 158, January 2022, 104671","['0000', '1111', 'Plasticity', 'Local yield stress', 'Shear transformation zone', 'Amorphous solids', 'Athermal Quasi-static method']","By applying the local yield stress (LYS) method to probe local regions of three-dimensional computational glass models, we confirm high correlations between the measured local yield stress (
Δ
τ
c
) and the plastic events when the parameterization of the method is properly optimized. The optimal probing region for this system is found to be
∼
5
σ
in radius, where
σ
represents the Lennard-Jones length scale, approximately the atomic size. The averaged correlation remains positive through the first 200 identified plastic events or 1/3 of the yielding strain (
∼
7
%
). Here we apply only the local probing that aligns perfectly with the loading on the boundary. The LYS measurements converge to a Weibull distribution with a minimum
Δ
τ
c
indistinguishable from zero at larger probing region radii. Analysis of the data in light of an assumption that
Δ
τ
c
is a local quantity that obeys extreme value statistics above a critical length scale bounds the exponent of the underlying partial distribution of
Δ
τ
c
≲
0
.
71
. A thorough investigation of the anisotropy of the local yield surface at the location of the first plastic event indicates that the first triggered region does not align perfectly with the loading on the boundary, but is well-predicted by projecting the shear applied at the boundary onto the local yield surface. This implies that the correlation between the local yield stress prediction and the resulting plasticity may be enhanced by performing a more complete assessment of the local yield surface at each sample point.",https://www.sciencedirect.com/science/article/pii/S0022509621003008
A framework to simulate the crack initiation and propagation in very-high-cycle fatigue of an additively manufactured AlSi10Mg alloy,"['Jingyu Sun', 'Guian Qian', 'Jianghua Li', 'Ruiyang Li', 'Zhimo Jian', 'Youshi Hong', 'Filippo Berto']","Volume 175, June 2023, 105293","['Crystal plasticity', 'Cohesive zone model', 'Very-high-cycle fatigue', 'Microstructure-sensitive fatigue', 'Short crack growth']","Currently, no systematic approach exists to simulate the crack initiation and propagation process in very-high-cycle fatigue including the microstructure sensitivity. A combined crystal plasticity and cohesive zone model based computational framework is developed to simulate the defect-induced short crack growth of an additively manufactured AlSi10Mg alloy. The crystal plasticity formulation is used to model the anisotropic deformation in the grains. The accumulated plastic shear strain obtained by the crystal plasticity is introduced into the cohesive zone model as the crack initiation damage evolution criteria. The total damage is suggested to be divided into static damage, fatigue initiation damage and fatigue propagation damage. The framework can control the crack growth rate and the proportion of crack initiation damage in the total damage. Besides, an acceleration strategy is proposed to accelerate the computational efficiency for the very-high-cycle fatigue (VHCF). It provides an equivalence of loading cycles and the computational efficiency and accuracy are controlled by the acceleration factor. The internal defect induced short crack initiation and propagation of VHCF are investigated experimentally and simulated by the proposed framework. Experimental observations of tortuous crack paths and fine grain regions are reasonably well captured by the simulation.",https://www.sciencedirect.com/science/article/pii/S0022509623000972
A probabilistic and anisotropic failure metric for ascending thoracic aortic aneurysm risk assessment,"['Minliang Liu', 'Liang Liang', 'Qing Zou', 'Yasmeen Ismail', 'Xiaoying Lou', 'Glen Iannucci', 'Edward P. Chen', 'Bradley G. Leshnower', 'John A. Elefteriades', 'Wei Sun']","Volume 155, October 2021, 104539","['Anisotropic', 'Probabilistic', 'Failure', 'Aortic wall', 'Risk assessment']","To noninvasively assess the risk of aneurysm rupture and dissection, an accurate material failure metric of the aortic wall is crucial. Previous studies used deterministic or isotropic failure metrics for the aortic wall. However, experimental studies have shown that aortic wall tensile strengths in circumferential and axial directions are significantly different (i.e., anisotropic) and vary greatly among patients. In this study, we developed a new probabilistic and anisotropic material failure metric for rupture risk assessment of ascending thoracic aortic aneurysm (ATAA). We performed uniaxial tensile failure tests using aortic tissue samples of 84 ATAA patients, from which a joint probability distribution of the anisotropic wall strengths was obtained. Subsequently, we derived an anisotropic failure probability (FP) metric based on the Tsai-Hill (TH) failure criterion. The novel FP metric incorporates uncertainty and anisotropy of failure properties. To compare the FP metric with traditional deterministic and isotropic metrics, we numerically estimated “baseline” risks of additional 41 ATAA patients using matching CT images and tissue testing data. We presented different risk assessment methods (e.g., with and without patient-specific hyperelastic properties) and compared them using receiver operating characteristic (ROC) curves. The results demonstrated that: (1) the probabilistic FP metric outperforms the deterministic TH metric and the isotropic maximum principal stress; (2) patient-specific hyperelastic properties can help to improve the performance of probabilistic FP metric in ATAA risk assessment. The proposed probabilistic modeling framework may be adopted for other types of materials.",https://www.sciencedirect.com/science/article/pii/S002250962100199X
Achieving enhanced adhesion through optimal stress distributions,"['Aoyi Luo', 'Kevin T. Turner']","Volume 156, November 2021, 104610","['Adhesion', 'Interface failure', 'Optimization', 'Dry adhesive']","Dry adhesives that rely on surface force mediated adhesion, such as van der Waals forces, are important in applications ranging from robotics to manufacturing. The maximum theoretical adhesion strength of a contact is achieved when the stress is uniformly distributed over the entire contact area as the full potential of all the bonds at the interface is realized in this scenario. Most dry adhesive structures are composed of a tip layer that forms contact and a support structure that transfers load from the far field to this tip structure. Here, we determine the displacement distribution that must be applied on the tip layer to generate an optimum interfacial stress distribution. We realize this through a linear, closed-form optimization framework that uses data obtained from finite element analysis for a few basis cases. It was found that adhesion can be maximized by applying an optimum displacement on the tip layer that consists of uniform tension in the center, a peak tension between the center and the edge, and compression near the edge. The displacement applied on the tip layer of a mushroom-shaped, composite, and novel segmented composite structures are then analyzed and compared with the optimal case to guide the design of dry adhesives.",https://www.sciencedirect.com/science/article/pii/S0022509621002532
Hybrid discrete-continuum modeling of shear localization in granular media,"['Peter Yichen Chen', 'Maytee Chantharayukhonthorn', 'Yonghao Yue', 'Eitan Grinspun', 'Ken Kamrin']","Volume 153, August 2021, 104404","['Shear localization', 'Finite size effects', 'Mesh dependence', 'Discrete-continuum coupling', 'Multiscale modeling', 'Granular material']","Shear localization is a frequent feature of granular materials. While the discrete element method can properly simulate such a phenomenon as long as the grain representation is accurate, it is computationally intractable when there are a large number of grains. The continuum-based finite element method is computationally tractable, yet struggles to capture many grain-scale effects, e.g., shear band thickness, because of mesh dependence, unless the constitutive model has a length scale. We propose a hybrid discrete-continuum technique that combines the speed of the continuum method with the grain-scale accuracy of the discrete method. In the case of shear localization problems, we start the simulation using the continuum-based material point method. As the simulation evolves, we monitor an adaptation oracle to identify the onset of shear bands and faithfully enrich the macroscopic continuum shear bands into the microscopic-scale grains using the discrete element method. Our algorithm then simulates the shear band region with the discrete method while continuing to simulate the rest of the domain with the continuum method so that the computational cost remains significantly cheaper than a purely discrete solution. We validate our technique in planar shear, triaxial compression, and plate indentation tests for both dry and cohesive granular media. Our method is as accurate as a purely discrete simulation but over 100 times faster than a discrete simulation that would require tens of millions of grains.",https://www.sciencedirect.com/science/article/pii/S0022509621000879
Customized broadband pentamode metamaterials by topology optimization,"['Hao-Wen Dong', 'Sheng-Dong Zhao', 'Xuan-Bo Miao', 'Chen Shen', 'Xiangdong Zhang', 'Zhigao Zhao', 'Chuanzeng Zhang', 'Yue-Sheng Wang', 'Li Cheng']","Volume 152, July 2021, 104407","['Pentamode', 'Topology optimization', 'Single-mode', 'Broadband', 'Anisotropy', 'Metasurfaces', 'Evanescent surface mode']","Pentamode metamaterials (PMs), a kind of metafluids composed of complex solid medium, have shown enormous potential for both elastic wave and underwater acoustic wave manipulation. However, due to the lack of thorough understanding of the formation mechanism, most reported artificial and empirical PMs share very similar topological features, thus depriving the possibility of obtaining rigorous combination of wave parameters that are required to deliver desirable and prescribed properties and functionalities. To tackle this challenge, with the assumption of C2v, C4v and C6v symmetries in both square and triangle lattices, we propose a unified inverse strategy to systematically design and explore a series of novel isotropic or anisotropic PM microstructures through bottom-up topology optimization. Optimized PM microstructures are designed to provide customized effective mass density, elastic modulus, anisotropy degree and pentamode features on demand. We demonstrate that most optimized microstructures possess broadband single-mode range of exclusive longitudinal waves; some even feature record-breaking relative single-mode bandwidths exceeding 150%. Upon shielding lights on the beneficial topological features of the broadband PMs, we extract the main topological features to form simplified PM configurations, i.e., multiple symmetric solid blocks with slender rods, which can induce the multiform multiple-order rotational vibrations or the integration of the low-order rotational vibrations and anisotropic local resonances for the broadband single-mode nature. At a higher design level, we establish a dedicated inverse-design strategy, under the function-macrostructure-microstructure paradigm, to conceive a novel broadband subwavelength underwater pentamode shielding device, which enables the conversion of propagating acoustic wave to the evanescent surface wave mode within the frequency range [1000 Hz, 4000 Hz]. Our study offers new possibilities for the practical realization of broadband PMs and underwater pentamode devices with rigorously tailored effective parameters, thus bring the PM-based technology within reach for practical applications.",https://www.sciencedirect.com/science/article/pii/S0022509621000909
Mechanics of multi-stimuli temperature-responsive hydrogels,"['Roberto Brighenti', 'Mattia Pancrazio Cosma']","Volume 169, December 2022, 105045","['Multi-stimuli responsiveness', 'Elastomers', 'Swelling', 'Temperature sensitivity', 'pNIPAm hydrogels', 'Photo-thermal effect', 'Morphing']","The temperature-sensitivity of a certain class of elastomeric gels (cross-linked elastomers keen to uptake a fluid into their network, shown for example by poly-N-isopropylacrylamide (pNIPAm) hydrogels), is an interesting property allowing a temperature-controlled swelling. Being the elastomer-fluid affinity sensible to the temperature variation, this implies the possibility to control the amount of fluid uptaken by the material by properly changing its temperature. This capability is particularly interesting in biomedical applications or in the development of sensors whose responsiveness is often required to depend on the environmental temperature. Further, the incorporation of photo-thermal particles into the gel enables the use of light for controlling the material response. In this way, smart untethered multi-stimuli sensors or actuators can be obtained.
In the present study, we consider the mechanical behavior of temperature-sensitive hydrogels and, relying on a theoretical multiphysics-based model accounting for light diffusion, heat generation and transfer, fluid absorption, and mechanics, the response of morphing elements is studied. Light-induced morphing due to photo-thermal effect is also considered and mathematically modeled. Validation and parametric simulations of the emerging deformations confirm the soundness of the approach and demonstrate the wide range of morphing functionalities obtainable by harnessing the temperature-dependent sensitivity of pNIPAm.",https://www.sciencedirect.com/science/article/pii/S0022509622002241
Extended deformable tension-shear model for graphene layered materials with non-uniform staggering,"['Yan Chen', 'Huasong Qin', 'Huichao Liu', 'Langquan Shui', 'Yilun Liu', 'Xi Chen']","Volume 159, February 2022, 104728","['Non-uniform staggering', 'Deformable tension-shear model', 'Isolated break solution', 'Intralayer force concentration factor']","Current theoretical works on the mechanical behaviors of graphene layered materials are usually limited to the regular staggering. But, more practical staggering modes haven't been paid enough attention. In this work, we extend the deformable tension-shear (DTS) model to non-uniform staggering through two different methods, i.e. eigenvalue method and isolated break method. Then, different staggering modes such as the regular staggering with offset, stair-wise staggering, and non-uniform staggering are studied under the framework of the extended DTS model. An effective shear load transfer length
l
c
=
D
h
0
/
G
is defined, where D is the in-plane tension stiffness of graphene,
h
0
is the interlayer distance, G is the interlayer shear modulus. It is found the ratio of minimum in-plane adjacent break distance to the effective shear load transfer length
Δ
m
i
n
/
l
c
plays an important role in determining the mechanical behaviors of graphene layered materials. For example, when
Δ
m
i
n
<
0.5
l
c
the intralayer force distribution in platelet is linear which is the uniform shear strain solution of nacre-like structure, while when
Δ
m
i
n
>
8
l
c
, the intralayer force has a long plateau away from the break and the plateau value is also the same at different platelets. Therefore, the in-plane interaction of adjacent breaks can be ignored for large size of graphene sheet, based on which the in-plane isolated break solution is derived. Then, the interlayer force concentration factor (IFCF) is analytically obtained for arbitrary N graphene layers with r aligned breaks. Further analysis indicates the in-plane isolated break solution gives the upper bound of IFCF for the uniform stair-wise staggering but may underestimate the IFCF for random staggering. The results presented herein comprehensively explore the staggering effect on mechanical behaviors of graphene layered materials which may guide the design of high-performance nacre-like materials.",https://www.sciencedirect.com/science/article/pii/S0022509621003409
